datetime,machine_id,voltage,rotation,pressure,vibration
2024-01-05 04:00:00,1,175.66,506.62,126.25,27.46
2024-01-05 05:00:00,1,163.87,425.48,133.61,46.69
2024-01-05 06:00:00,1,190.67,497.51,91.96,51.44
2024-01-05 07:00:00,1,156.26,490.64,105.79,42.54
2024-01-05 08:00:00,1,186.98,404.24,89.71,59.94
2024-01-05 09:00:00,1,171.11,505.5,94.28,36.69
2024-01-05 10:00:00,1,192.04,490.35,95.53,45.34
2024-01-05 11:00:00,1,184.66,458.16,89.4,42.48
2024-01-05 12:00:00,1,200.82,411.79,88.69,41.16
2024-01-05 13:00:00,1,182.79,405.91,99.4,40.26
2024-01-05 14:00:00,1,145.63,422.14,85.1,41.41
2024-01-05 15:00:00,1,168.82,478.51,110.55,47.04
2024-01-05 16:00:00,1,150.86,399.0,87.79,51.04
2024-01-05 17:00:00,1,160.91,472.19,134.68,39.09
2024-01-05 18:00:00,1,192.92,383.5,93.29,45.89
2024-01-05 19:00:00,1,179.2,438.34,100.02,33.18
2024-01-05 20:00:00,1,158.35,455.19,83.01,45.87
2024-01-05 21:00:00,1,153.84,578.86,121.48,33.45
2024-01-05 22:00:00,1,171.02,377.85,114.68,49.71
2024-01-05 23:00:00,1,151.98,528.88,104.99,59.89
2024-01-06 00:00:00,1,161.38,459.91,84.95,40.98
2024-01-06 01:00:00,1,177.72,474.47,105.45,24.28
2024-01-06 02:00:00,1,191.79,459.75,89.31,38.88
2024-01-06 03:00:00,1,183.76,477.59,122.64,54.52
2024-01-06 04:00:00,1,138.34,446.5,114.85,49.27
2024-01-06 05:00:00,1,179.72,531.6,106.11,47.0
2024-01-06 06:00:00,1,176.15,430.93,74.16,53.52
2024-01-06 07:00:00,1,181.45,514.63,92.45,48.99
2024-01-06 08:00:00,1,200.18,420.61,113.31,54.88
2024-01-06 09:00:00,1,141.48,450.95,119.48,51.89
2024-01-06 10:00:00,1,164.15,396.96,117.55,56.35
2024-01-06 11:00:00,1,182.13,476.78,82.63,45.81
2024-01-06 12:00:00,1,146.98,528.24,105.82,49.65
2024-01-06 13:00:00,1,194.59,447.15,114.09,38.64
2024-01-06 14:00:00,1,176.33,440.12,79.51,35.43
2024-01-06 15:00:00,1,183.28,391.09,99.78,54.29
2024-01-06 16:00:00,1,160.37,437.31,102.87,41.23
2024-01-06 17:00:00,1,181.99,365.09,95.3,45.9
2024-01-06 18:00:00,1,185.91,400.85,75.56,40.05
2024-01-06 19:00:00,1,172.79,461.07,94.98,34.16
2024-01-06 20:00:00,1,173.12,518.99,95.26,39.5
2024-01-06 21:00:00,1,174.16,598.07,98.01,52.0
2024-01-06 22:00:00,1,156.84,419.56,93.37,45.19
2024-01-06 23:00:00,1,168.89,526.94,95.62,26.78
2024-01-07 00:00:00,1,169.59,464.86,101.5,40.19
2024-01-07 01:00:00,1,178.85,444.8,108.38,57.82
2024-01-07 02:00:00,1,189.33,476.32,99.65,41.7
2024-01-07 03:00:00,1,157.38,457.39,98.94,28.93
2024-01-07 04:00:00,1,172.63,460.43,105.77,60.58
2024-01-07 05:00:00,1,198.35,433.36,80.58,50.66
2024-01-07 06:00:00,1,163.24,381.26,111.04,44.41
2024-01-07 07:00:00,1,161.89,373.48,104.9,41.77
2024-01-07 08:00:00,1,177.81,489.06,105.11,53.74
2024-01-07 09:00:00,1,187.49,439.53,116.29,39.55
2024-01-07 10:00:00,1,173.69,422.06,78.78,53.2
2024-01-07 11:00:00,1,193.81,453.23,77.79,47.36
2024-01-07 12:00:00,1,185.56,493.94,105.47,44.07
2024-01-07 13:00:00,1,184.55,460.74,101.14,42.46
2024-01-07 14:00:00,1,179.27,415.9,102.66,39.03
2024-01-07 15:00:00,1,206.72,514.57,94.03,48.71
2024-01-07 16:00:00,1,166.16,532.71,107.82,32.1
2024-01-07 17:00:00,1,137.4,475.2,110.91,25.42
2024-01-07 18:00:00,1,194.39,500.37,105.13,44.19
2024-01-07 19:00:00,1,161.86,514.62,95.81,44.44
2024-01-07 20:00:00,1,171.11,509.02,72.72,43.46
2024-01-07 21:00:00,1,190.61,482.28,109.62,43.33
2024-01-07 22:00:00,1,145.15,482.07,115.97,37.8
2024-01-07 23:00:00,1,151.42,478.64,109.39,47.88
2024-01-08 00:00:00,1,146.67,394.12,90.87,41.62
2024-01-08 01:00:00,1,160.21,489.75,111.31,38.67
2024-01-08 02:00:00,1,180.46,381.99,114.4,40.87
2024-01-08 03:00:00,1,182.42,412.21,123.86,61.18
2024-01-08 04:00:00,1,178.98,523.37,93.51,29.96
2024-01-08 05:00:00,1,152.55,499.22,102.04,49.12
2024-01-08 06:00:00,1,138.45,533.47,114.47,30.83
2024-01-08 07:00:00,1,175.76,440.57,105.63,43.99
2024-01-08 08:00:00,1,167.14,393.82,90.46,40.94
2024-01-08 09:00:00,1,181.4,441.44,109.38,26.53
2024-01-08 10:00:00,1,184.61,458.89,110.83,46.79
2024-01-08 11:00:00,1,174.97,456.95,103.9,39.57
2024-01-08 12:00:00,1,184.03,511.81,104.79,24.29
2024-01-08 13:00:00,1,174.86,432.17,97.95,48.32
2024-01-08 14:00:00,1,178.89,469.08,119.22,52.62
2024-01-08 15:00:00,1,158.73,397.73,88.48,52.46
2024-01-08 16:00:00,1,166.57,473.16,91.97,42.44
2024-01-08 17:00:00,1,172.22,449.27,99.25,39.5
2024-01-08 18:00:00,1,181.99,409.45,110.13,50.22
2024-01-08 19:00:00,1,162.88,436.67,80.15,53.31
2024-01-08 20:00:00,1,177.65,439.69,82.82,48.97
2024-01-08 21:00:00,1,165.68,435.63,74.09,31.94
2024-01-08 22:00:00,1,168.65,543.94,100.92,42.2
2024-01-08 23:00:00,1,184.36,446.04,87.07,44.94
2024-01-09 00:00:00,1,140.47,439.14,97.14,26.73
2024-01-09 01:00:00,1,152.27,342.14,111.16,46.74
2024-01-09 02:00:00,1,150.05,406.34,95.38,62.69
2024-01-09 03:00:00,1,137.2,440.25,107.05,49.53
2024-01-09 04:00:00,1,163.87,418.42,100.81,57.04
2024-01-09 05:00:00,1,186.76,527.79,113.41,46.45
2024-01-09 06:00:00,1,170.5,446.31,111.02,44.39
2024-01-09 07:00:00,1,178.03,522.87,96.14,48.12
2024-01-09 08:00:00,1,191.84,457.86,102.47,37.72
2024-01-09 09:00:00,1,195.14,456.09,117.34,35.99
2024-01-09 10:00:00,1,172.41,448.82,108.49,54.19
2024-01-09 11:00:00,1,194.2,452.98,85.1,54.36
2024-01-09 12:00:00,1,173.46,542.67,110.31,33.64
2024-01-09 13:00:00,1,157.98,328.87,87.5,49.4
2024-01-09 14:00:00,1,161.1,344.92,118.39,39.77
2024-01-09 15:00:00,1,146.45,421.23,112.85,42.75
2024-01-09 16:00:00,1,155.35,450.17,103.08,43.29
2024-01-09 17:00:00,1,163.44,485.51,101.1,47.5
2024-01-09 18:00:00,1,181.72,473.96,96.36,39.7
2024-01-09 19:00:00,1,196.34,428.84,107.7,51.01
2024-01-09 20:00:00,1,147.53,503.16,94.71,42.02
2024-01-09 21:00:00,1,176.1,504.23,102.87,45.15
2024-01-09 22:00:00,1,154.04,460.21,111.54,33.47
2024-01-09 23:00:00,1,178.74,502.01,94.12,59.45
2024-01-10 00:00:00,1,169.93,466.39,94.2,45.97
2024-01-10 01:00:00,1,143.81,423.16,87.66,48.8
2024-01-10 02:00:00,1,188.2,490.32,90.03,29.93
2024-01-10 03:00:00,1,164.55,459.96,80.98,37.18
2024-01-10 04:00:00,1,166.15,454.67,113.84,55.05
2024-01-10 05:00:00,1,157.97,532.6,127.8,47.32
2024-01-10 06:00:00,1,164.65,325.72,123.05,28.85
2024-01-10 07:00:00,1,181.67,380.12,84.32,53.67
2024-01-10 08:00:00,1,171.61,391.99,113.78,40.01
2024-01-10 09:00:00,1,179.33,434.96,122.13,56.04
2024-01-10 10:00:00,1,179.23,440.07,97.72,42.76
2024-01-10 11:00:00,1,193.68,373.27,104.07,44.51
2024-01-10 12:00:00,1,166.58,400.04,76.59,51.96
2024-01-10 13:00:00,1,147.86,405.82,104.61,33.65
2024-01-10 14:00:00,1,187.39,580.13,87.04,32.13
2024-01-10 15:00:00,1,164.64,544.93,102.41,38.23
2024-01-10 16:00:00,1,187.05,427.69,79.64,46.39
2024-01-10 17:00:00,1,175.17,429.93,105.98,27.88
2024-01-10 18:00:00,1,166.93,388.39,111.98,24.93
2024-01-10 19:00:00,1,174.63,348.45,89.19,46.06
2024-01-10 20:00:00,1,200.28,443.24,85.01,34.32
2024-01-10 21:00:00,1,202.75,397.25,72.59,36.57
2024-01-10 22:00:00,1,171.6,446.03,97.13,24.83
2024-01-10 23:00:00,1,173.76,366.82,93.87,35.5
2024-01-11 00:00:00,1,189.04,411.81,82.37,41.94
2024-01-11 01:00:00,1,159.4,460.62,108.52,50.63
2024-01-11 02:00:00,1,178.78,472.82,97.81,37.0
2024-01-11 03:00:00,1,173.72,476.15,90.51,58.12
2024-01-11 04:00:00,1,179.57,384.95,97.58,38.83
2024-01-11 05:00:00,1,161.72,499.99,118.47,39.14
2024-01-11 06:00:00,1,149.85,412.79,112.64,57.98
2024-01-11 07:00:00,1,142.1,488.29,103.26,46.69
2024-01-11 08:00:00,1,156.92,454.04,112.44,39.94
2024-01-11 09:00:00,1,166.87,381.52,89.43,42.82
2024-01-11 10:00:00,1,168.87,436.83,103.92,54.93
2024-01-11 11:00:00,1,203.44,472.05,104.65,55.16
2024-01-11 12:00:00,1,189.51,484.34,96.06,35.11
2024-01-11 13:00:00,1,156.0,443.79,106.74,40.87
2024-01-11 14:00:00,1,176.01,531.31,90.63,41.27
2024-01-11 15:00:00,1,163.44,503.03,106.34,31.56
2024-01-11 16:00:00,1,164.91,435.87,106.39,38.94
2024-01-11 17:00:00,1,172.04,488.68,62.18,39.15
2024-01-11 18:00:00,1,178.8,551.01,114.07,48.63
2024-01-11 19:00:00,1,163.74,552.52,60.52,49.3
2024-01-11 20:00:00,1,186.24,384.63,91.61,36.63
2024-01-11 21:00:00,1,151.81,401.01,112.87,38.08
2024-01-11 22:00:00,1,170.61,528.83,96.49,46.11
2024-01-11 23:00:00,1,212.34,395.4,82.67,36.29
2024-01-12 00:00:00,1,175.54,382.24,88.16,46.97
2024-01-12 01:00:00,1,195.46,427.14,115.78,42.04
2024-01-12 02:00:00,1,174.95,475.67,79.18,35.32
2024-01-12 03:00:00,1,183.32,448.73,118.42,36.05
2024-01-12 04:00:00,1,173.7,420.29,103.91,56.82
2024-01-12 05:00:00,1,172.21,419.34,89.81,43.58
2024-01-12 06:00:00,1,162.67,417.43,97.62,58.85
2024-01-12 07:00:00,1,181.71,408.51,92.03,40.57
2024-01-12 08:00:00,1,161.13,574.96,115.57,47.06
2024-01-12 09:00:00,1,184.66,469.82,113.4,64.32
2024-01-12 10:00:00,1,190.68,500.28,81.74,34.58
2024-01-12 11:00:00,1,178.58,426.98,97.67,26.76
2024-01-12 12:00:00,1,167.48,442.2,91.08,52.86
2024-01-12 13:00:00,1,178.41,413.59,117.6,34.25
2024-01-12 14:00:00,1,165.62,310.63,83.41,40.33
2024-01-12 15:00:00,1,184.69,377.19,120.19,34.94
2024-01-12 16:00:00,1,140.43,353.9,98.99,41.67
2024-01-12 17:00:00,1,163.8,330.43,84.4,31.09
2024-01-12 18:00:00,1,137.5,385.95,90.43,37.49
2024-01-12 19:00:00,1,145.45,519.0,88.96,42.9
2024-01-12 20:00:00,1,190.99,447.06,83.27,30.9
2024-01-12 21:00:00,1,184.05,517.96,101.08,33.98
2024-01-12 22:00:00,1,159.12,472.18,84.96,37.57
2024-01-12 23:00:00,1,147.45,492.51,73.63,29.17
2024-01-13 00:00:00,1,125.09,404.48,97.2,38.44
2024-01-13 01:00:00,1,164.18,480.42,79.96,43.78
2024-01-13 02:00:00,1,211.81,491.95,93.98,40.13
2024-01-13 03:00:00,1,181.01,423.71,92.62,41.84
2024-01-13 04:00:00,1,165.75,484.12,93.57,44.44
2024-01-13 05:00:00,1,182.26,484.77,130.24,39.37
2024-01-13 06:00:00,1,150.3,426.02,105.72,50.84
2024-01-13 07:00:00,1,170.2,395.68,108.01,57.02
2024-01-13 08:00:00,1,176.18,392.14,82.11,40.68
2024-01-13 09:00:00,1,172.76,458.69,95.85,48.22
2024-01-13 10:00:00,1,186.02,470.76,106.23,41.48
2024-01-13 11:00:00,1,178.24,410.98,89.81,45.87
2024-01-13 12:00:00,1,182.58,453.41,113.5,55.22
2024-01-13 13:00:00,1,160.34,481.32,86.0,45.52
2024-01-13 14:00:00,1,184.71,483.12,96.88,25.54
2024-01-13 15:00:00,1,195.66,531.75,92.46,43.72
2024-01-13 16:00:00,1,154.05,516.77,101.49,49.81
2024-01-13 17:00:00,1,155.06,396.29,91.0,37.24
2024-01-13 18:00:00,1,190.14,537.81,95.58,47.41
2024-01-13 19:00:00,1,166.08,421.1,96.12,33.28
2024-01-13 20:00:00,1,191.62,504.52,90.11,26.87
2024-01-13 21:00:00,1,162.88,453.47,106.03,41.08
2024-01-13 22:00:00,1,193.53,428.76,103.52,25.68
2024-01-13 23:00:00,1,173.31,355.87,100.11,39.21
2024-01-14 00:00:00,1,176.09,442.96,96.56,52.87
2024-01-14 01:00:00,1,197.54,370.52,112.87,26.66
2024-01-14 02:00:00,1,167.78,504.53,100.52,32.71
2024-01-14 03:00:00,1,159.23,534.14,100.24,35.42
2024-01-14 04:00:00,1,167.51,412.57,105.93,44.07
2024-01-14 05:00:00,1,182.06,470.83,126.38,41.82
2024-01-14 06:00:00,1,150.23,416.74,88.04,56.81
2024-01-14 07:00:00,1,184.99,421.75,114.65,52.96
2024-01-14 08:00:00,1,166.08,495.46,80.64,48.78
2024-01-14 09:00:00,1,192.29,452.09,106.88,45.36
2024-01-14 10:00:00,1,135.62,545.27,123.45,46.82
2024-01-14 11:00:00,1,160.33,427.34,108.97,35.51
2024-01-14 12:00:00,1,145.32,504.72,104.17,49.24
2024-01-14 13:00:00,1,158.15,456.37,94.13,31.84
2024-01-14 14:00:00,1,174.42,492.48,100.9,47.56
2024-01-14 15:00:00,1,167.05,426.3,96.69,49.9
2024-01-14 16:00:00,1,165.4,446.79,89.46,41.19
2024-01-14 17:00:00,1,166.59,443.02,95.44,37.62
2024-01-14 18:00:00,1,172.22,404.9,101.52,42.38
2024-01-14 19:00:00,1,153.15,484.03,89.39,14.96
2024-01-14 20:00:00,1,180.59,483.71,89.2,41.96
2024-01-14 21:00:00,1,180.37,481.19,82.66,38.93
2024-01-14 22:00:00,1,176.6,531.58,105.45,40.08
2024-01-14 23:00:00,1,180.04,527.68,108.13,47.19
2024-01-15 00:00:00,1,176.7,432.23,104.94,41.37
2024-01-15 01:00:00,1,204.99,472.46,115.0,33.16
2024-01-15 02:00:00,1,172.13,420.61,104.62,42.31
2024-01-15 03:00:00,1,169.27,455.36,109.09,44.7
2024-01-15 04:00:00,1,162.68,422.97,108.45,45.57
2024-01-15 05:00:00,1,158.57,540.36,103.74,46.27
2024-01-15 06:00:00,1,155.31,474.19,98.29,53.78
2024-01-15 07:00:00,1,160.84,443.4,132.93,35.74
2024-01-15 08:00:00,1,173.49,517.57,98.88,46.09
2024-01-15 09:00:00,1,179.42,339.63,95.7,55.01
2024-01-15 10:00:00,1,174.31,347.26,109.0,28.87
2024-01-15 11:00:00,1,160.67,494.76,105.97,44.3
2024-01-15 12:00:00,1,186.25,455.2,84.22,37.06
2024-01-15 13:00:00,1,182.93,464.44,115.44,38.1
2024-01-15 14:00:00,1,167.98,380.54,99.31,32.87
2024-01-15 15:00:00,1,159.55,448.66,85.82,38.45
2024-01-15 16:00:00,1,178.09,555.09,114.46,54.95
2024-01-15 17:00:00,1,172.08,492.58,107.03,28.44
2024-01-15 18:00:00,1,146.09,457.96,83.0,29.13
2024-01-15 19:00:00,1,168.03,425.95,121.61,28.12
2024-01-15 20:00:00,1,173.55,428.59,107.75,53.99
2024-01-15 21:00:00,1,155.65,337.57,99.76,35.98
2024-01-15 22:00:00,1,173.51,464.1,120.64,40.29
2024-01-15 23:00:00,1,148.21,495.83,103.25,37.83
2024-01-16 00:00:00,1,193.15,368.89,101.65,34.03
2024-01-16 01:00:00,1,192.53,417.89,94.42,40.8
2024-01-16 02:00:00,1,169.51,392.45,110.87,64.25
2024-01-16 03:00:00,1,179.88,403.2,110.16,55.88
2024-01-16 04:00:00,1,136.47,457.42,104.79,37.4
2024-01-16 05:00:00,1,156.6,344.95,94.9,50.37
2024-01-16 06:00:00,1,170.36,487.41,106.65,37.99
2024-01-16 07:00:00,1,157.94,494.67,104.02,29.91
2024-01-16 08:00:00,1,185.91,441.36,87.72,53.21
2024-01-16 09:00:00,1,205.73,323.27,85.49,53.92
2024-01-16 10:00:00,1,154.89,400.94,110.66,52.33
2024-01-16 11:00:00,1,159.53,517.82,69.84,38.82
2024-01-16 12:00:00,1,175.73,305.47,104.61,40.6
2024-01-16 13:00:00,1,196.72,432.9,95.18,47.56
2024-01-16 14:00:00,1,151.16,388.26,117.07,43.81
2024-01-16 15:00:00,1,173.83,492.33,93.64,36.56
2024-01-16 16:00:00,1,198.23,413.8,107.76,25.74
2024-01-16 17:00:00,1,142.97,470.42,94.08,40.07
2024-01-16 18:00:00,1,148.73,478.83,100.45,48.11
2024-01-16 19:00:00,1,162.4,545.97,108.44,29.0
2024-01-16 20:00:00,1,161.17,438.7,93.55,44.8
2024-01-16 21:00:00,1,182.74,469.72,112.5,42.68
2024-01-16 22:00:00,1,174.33,372.17,87.93,46.84
2024-01-16 23:00:00,1,143.14,514.02,104.96,48.59
2024-01-17 00:00:00,1,180.16,411.89,113.69,36.14
2024-01-17 01:00:00,1,163.64,423.2,111.14,29.13
2024-01-17 02:00:00,1,193.67,452.33,127.77,39.0
2024-01-17 03:00:00,1,164.2,371.68,94.46,51.63
2024-01-17 04:00:00,1,164.53,466.67,87.14,40.03
2024-01-17 05:00:00,1,183.47,505.94,92.32,39.05
2024-01-17 06:00:00,1,187.08,470.46,113.37,29.63
2024-01-17 07:00:00,1,181.99,371.09,111.21,59.7
2024-01-17 08:00:00,1,147.93,448.07,105.9,51.57
2024-01-17 09:00:00,1,182.64,493.27,89.91,50.62
2024-01-17 10:00:00,1,157.14,354.44,113.21,51.67
2024-01-17 11:00:00,1,176.51,396.09,87.28,47.65
2024-01-17 12:00:00,1,149.47,498.24,116.68,39.94
2024-01-17 13:00:00,1,178.29,465.48,137.4,39.85
2024-01-17 14:00:00,1,157.74,472.24,105.14,36.9
2024-01-17 15:00:00,1,149.59,547.97,107.27,62.12
2024-01-17 16:00:00,1,180.7,474.12,93.17,44.1
2024-01-17 17:00:00,1,172.93,483.81,76.19,35.19
2024-01-17 18:00:00,1,159.29,592.0,91.38,42.93
2024-01-17 19:00:00,1,192.07,437.83,85.27,30.58
2024-01-17 20:00:00,1,162.43,407.32,81.09,52.11
2024-01-17 21:00:00,1,170.39,472.45,121.69,34.3
2024-01-17 22:00:00,1,174.76,473.66,103.96,44.73
2024-01-17 23:00:00,1,161.42,423.44,106.04,50.23
2024-01-18 00:00:00,1,179.46,397.55,98.09,45.25
2024-01-18 01:00:00,1,164.34,574.63,100.59,43.58
2024-01-18 02:00:00,1,166.99,470.75,115.72,43.6
2024-01-18 03:00:00,1,195.69,415.5,103.72,43.65
2024-01-18 04:00:00,1,158.14,502.92,111.32,39.74
2024-01-18 05:00:00,1,136.72,449.15,102.42,41.11
2024-01-18 06:00:00,1,200.5,441.67,100.67,57.49
2024-01-18 07:00:00,1,215.25,484.56,87.09,43.99
2024-01-18 08:00:00,1,168.19,386.46,79.57,37.97
2024-01-18 09:00:00,1,143.48,472.73,100.82,39.77
2024-01-18 10:00:00,1,168.59,554.41,104.22,52.79
2024-01-18 11:00:00,1,168.25,477.37,86.5,48.48
2024-01-18 12:00:00,1,169.0,432.16,101.57,46.73
2024-01-18 13:00:00,1,153.61,424.48,101.91,39.06
2024-01-18 14:00:00,1,179.68,428.86,73.21,45.34
2024-01-18 15:00:00,1,178.18,436.49,88.3,34.45
2024-01-18 16:00:00,1,145.76,429.48,104.56,37.22
2024-01-18 17:00:00,1,180.17,497.44,104.01,47.29
2024-01-18 18:00:00,1,201.49,357.58,84.4,46.38
2024-01-18 19:00:00,1,171.83,494.58,101.11,30.82
2024-01-18 20:00:00,1,164.07,429.38,112.35,32.19
2024-01-18 21:00:00,1,167.64,469.77,109.72,40.8
2024-01-18 22:00:00,1,180.24,391.06,99.3,55.07
2024-01-18 23:00:00,1,143.84,521.31,95.3,25.06
2024-01-19 00:00:00,1,174.61,517.71,94.04,44.35
2024-01-19 01:00:00,1,166.6,503.4,108.7,31.17
2024-01-19 02:00:00,1,202.75,373.6,105.98,38.15
2024-01-19 03:00:00,1,171.37,497.86,112.1,41.05
2024-01-19 04:00:00,1,201.0,475.96,106.27,41.05
2024-01-19 05:00:00,1,157.44,370.23,115.27,40.4
2024-01-19 06:00:00,1,184.3,453.72,106.2,45.07
2024-01-19 07:00:00,1,179.96,474.13,114.84,40.39
2024-01-19 08:00:00,1,160.85,483.94,115.63,32.26
2024-01-19 09:00:00,1,176.93,463.48,93.94,50.71
2024-01-19 10:00:00,1,192.69,468.87,80.61,49.86
2024-01-19 11:00:00,1,167.66,530.51,122.32,49.9
2024-01-19 12:00:00,1,145.23,516.68,105.25,29.0
2024-01-19 13:00:00,1,170.95,299.99,79.52,43.75
2024-01-19 14:00:00,1,156.22,433.76,91.47,46.21
2024-01-19 15:00:00,1,164.47,441.2,109.66,31.18
2024-01-19 16:00:00,1,168.12,356.98,95.87,39.48
2024-01-19 17:00:00,1,142.12,454.08,92.63,38.13
